Filename,Style,Genre,Date,Predictions,Real Values
77437.jpg,Neoclassicism,cityscape,,Gustave Dore,Giovanni Battista Piranesi
95275.jpg,Romanticism,portrait,,Camille Corot,Henry Raeburn
21380.jpg,Early Renaissance,genre painting,1474,Edgar Degas,Andrea Mantegna
68869.jpg,Symbolism,symbolic painting,1901,Vincent van Gogh,Ferdinand Hodler
46946.jpg,Rococo,literary painting,1757,Pyotr Konchalovsky,Giovanni Battista Tiepolo
17661.jpg,Early Renaissance,religious painting,1490,Boris Kustodiev,Carlo Crivelli
6219.jpg,Rococo,genre painting,1757,Camille Corot,Giovanni Domenico Tiepolo
23942.jpg,Mannerism (Late Renaissance),religious painting,1580,Edgar Degas,Tintoretto
24444.jpg,Baroque,history painting,1634,Boris Kustodiev,Francisco de Zurbaran
63255.jpg,Northern Renaissance,religious painting,1539,Edgar Degas,Hans Baldung
8193.jpg,Art Nouveau (Modern),design,1900,Theophile Steinlen,Koloman Moser
74986.jpg,Baroque,genre painting,c.1660,Pyotr Konchalovsky,Gabriel Metsu
65981.jpg,Symbolism,religious painting,1820,Pyotr Konchalovsky,William Blake
5577.jpg,Orphism,genre painting,,Pyotr Konchalovsky,August Macke
36439.jpg,Impressionism,genre painting,,Edgar Degas,Pericles Pantazis 
39437.jpg,Neoclassicism,portrait,1815,Camille Corot,John Singleton Copley
97448.jpg,Rococo,pastorale,c.1715,Camille Corot,Antoine Watteau
97898.jpg,Biedermeier,landscape,1839,Vincent van Gogh,Ferdinand Georg Waldmüller
17538.jpg,Northern Renaissance,religious painting,1420,Theophile Steinlen,Robert Campin
39578.jpg,Realism,illustration,1912.0,Theophile Steinlen,Theophile Steinlen
41192.jpg,Rococo,genre painting,,Camille Corot,Pietro Longhi
66372.jpg,Realism,landscape,1882,Camille Pissarro,Isaac Levitan
92035.jpg,Art Nouveau (Modern),poster,1893,Vincent van Gogh,Henri de Toulouse-Lautrec
74100.jpg,Baroque,mythological painting,c.1654,Pierre-Auguste Renoir,Johannes Vermeer
18799.jpg,Symbolism,sketch and study,1896,Boris Kustodiev,Ferdinand Hodler
19446.jpg,Post-Impressionism,genre painting,1878,Pyotr Konchalovsky,Paul Cezanne
55240.jpg,Rococo,genre painting,,Boris Kustodiev,Pietro Longhi
38994.jpg,Fauvism,genre painting,,Boris Kustodiev,August Macke
80605.jpg,Romanticism,portrait,,Camille Corot,Dante Gabriel Rossetti
94593.jpg,Post-Impressionism,still life,1894,Pyotr Konchalovsky,Paul Cezanne
101399.jpg,Art Nouveau (Modern),sketch and study,,Theophile Steinlen,Theophile Steinlen
64480.jpg,Impressionism,symbolic painting,1877,Edgar Degas,Paul Cezanne
51030.jpg,Mannerism (Late Renaissance),portrait,c.1538,Edgar Degas,Agnolo Bronzino
5729.jpg,Expressionism,portrait,1908,Vincent van Gogh,Paula Modersohn-Becker
17973.jpg,Realism,genre painting,,Vincent van Gogh,James Tissot
21022.jpg,,,,Boris Kustodiev,Marie Laurencin
74973.jpg,Naïve Art (Primitivism),,,Pyotr Konchalovsky,kirsty ellen mottram
18267.jpg,Rococo,genre painting,1770.0,Camille Corot,Pietro Longhi
39731.jpg,Art Nouveau (Modern),illustration,,Vincent van Gogh,Ivan Bilibin
74505.jpg,Romanticism,genre painting,1909,Edgar Degas,Sir Lawrence Alma-Tadema
43879.jpg,Rococo,genre painting,,Theophile Steinlen,Pietro Longhi
60034.jpg,Post-Impressionism,still life,1907,Vincent van Gogh,Paula Modersohn-Becker
71323.jpg,Art Nouveau (Modern),illustration,1913.0,Theophile Steinlen,John Bauer
22524.jpg,Rococo,genre painting,,Camille Corot,Pietro Longhi
55878.jpg,High Renaissance,religious painting,c.1520,Camille Corot,Vittore Carpaccio
78093.jpg,Northern Renaissance,religious painting,1428,Boris Kustodiev,Robert Campin
71902.jpg,Cubism,landscape,c.1905,Pyotr Konchalovsky,Paul Cezanne
11113.jpg,Post-Impressionism,landscape,c.1890,Pyotr Konchalovsky,Paul Cezanne
28793.jpg,Futurism,abstract,1911,Vincent van Gogh,Umberto Boccioni
91841.jpg,Rococo,genre painting,,Camille Corot,Pietro Longhi
7959.jpg,Impressionism,genre painting,c.1875,Pyotr Konchalovsky,Paul Cezanne
94093.jpg,Post-Impressionism,nude painting (nu),1884,Pierre-Auguste Renoir,Henri de Toulouse-Lautrec
67340.jpg,Symbolism,landscape,1911,Vincent van Gogh,Ferdinand Hodler
71314.jpg,Rococo,genre painting,1757.0,Edgar Degas,Pietro Longhi
95060.jpg,Northern Renaissance,self-portrait,1542,Vincent van Gogh,Hans Holbein the Younger
72258.jpg,Rococo,genre painting,,Camille Corot,Pietro Longhi
77212.jpg,Ukiyo-e,genre painting,,Theophile Steinlen,Hiroshige
16182.jpg,Neoclassicism,religious painting,1768,Theophile Steinlen,Benjamin West
102677.jpg,Realism,portrait,1894,Camille Corot,William-Adolphe Bouguereau
67128.jpg,Realism,genre painting,c.1878,Vincent van Gogh,James Tissot
34873.jpg,Post-Impressionism,portrait,1902,Boris Kustodiev,Felix Vallotton 
71137.jpg,Northern Renaissance,religious painting,c.1495,Camille Corot,Hieronymus Bosch
53548.jpg,Rococo,genre painting,,Boris Kustodiev,Pietro Longhi
3774.jpg,Early Renaissance,religious painting,1473,Pyotr Konchalovsky,Carlo Crivelli
71756.jpg,Romanticism,still life,1865,Camille Corot,Paul Cezanne
81137.jpg,High Renaissance,religious painting,1498,Boris Kustodiev,Vittore Carpaccio
77382.jpg,Early Renaissance,religious painting,1478,Vincent van Gogh,Pietro Perugino
72686.jpg,Rococo,mythological painting,c.1753,Edgar Degas,Giovanni Battista Tiepolo
6968.jpg,Magic Realism,nude painting (nu),1919,Boris Kustodiev,Felix Vallotton 
62378.jpg,Northern Renaissance,religious painting,1484,Edgar Degas,Hans Memling
2385.jpg,Early Renaissance,religious painting,1478,Pyotr Konchalovsky,Pietro Perugino
34463.jpg,Neo-Rococo,portrait,1854,Camille Corot,Franz Xaver Winterhalter
27193.jpg,Northern Renaissance,religious painting,1516,Edgar Degas,Hieronymus Bosch
34815.jpg,Post-Impressionism,landscape,1890,Pyotr Konchalovsky,Paul Cezanne
96144.jpg,Impressionism,genre painting,1890,Edgar Degas,Edgar Degas
99220.jpg,Neo-Expressionism,figurative,1981.0,Boris Kustodiev,Jean-Michel Basquiat
68591.jpg,Rococo,genre painting,,Edgar Degas,Pietro Longhi
60584.jpg,Ink and wash painting,landscape,1694.0,Theophile Steinlen,Shitao
67046.jpg,Classicism,mythological painting,1642,Camille Corot,Claude Lorrain
40803.jpg,High Renaissance,religious painting,1493,Edgar Degas,Pietro Perugino
62255.jpg,Mannerism (Late Renaissance),portrait,c.1531,Edgar Degas,Agnolo Bronzino
44272.jpg,Rococo,religious painting,1745.0,Camille Corot,Pietro Longhi
23220.jpg,High Renaissance,religious painting,1495,Boris Kustodiev,Pietro Perugino
21875.jpg,Rococo,genre painting,1760.0,Boris Kustodiev,Pietro Longhi
26488.jpg,Post-Impressionism,sketch and study,1889,Gustave Dore,Vincent van Gogh
98210.jpg,Academicism,portrait,,Camille Corot,George Frederick Watts
86548.jpg,Naïve Art (Primitivism),genre painting,,Pierre-Auguste Renoir,Niko Pirosmani
64759.jpg,Romanticism,portrait,c.1866,Vincent van Gogh,Paul Cezanne
2570.jpg,Impressionism,nude painting (nu),1886,Edgar Degas,Edgar Degas
59491.jpg,Northern Renaissance,religious painting,1516,Boris Kustodiev,Albrecht Altdorfer
50589.jpg,Post-Impressionism,still life,1903,Vincent van Gogh,Paula Modersohn-Becker
43931.jpg,Baroque,portrait,c.1725,Edgar Degas,Antoine Pesne
90093.jpg,Impressionism,flower painting,1919,Pierre-Auguste Renoir,Claude Monet
84265.jpg,Baroque,genre painting,1631,Vincent van Gogh,Judith Leyster
89582.jpg,Northern Renaissance,religious painting,1518,Boris Kustodiev,Albrecht Altdorfer
32033.jpg,Magic Realism,landscape,1911,Vincent van Gogh,Felix Vallotton 
29316.jpg,Rococo,portrait,1756,Pierre-Auguste Renoir,Antoine Pesne
25992.jpg,Romanticism,cityscape,,Camille Pissarro,Franz Richard Unterberger
5875.jpg,High Renaissance,religious painting,1510,Pyotr Konchalovsky,Vittore Carpaccio
62253.jpg,Impressionism,landscape,1880,Camille Pissarro,Alfred Sisley
28503.jpg,Art Nouveau (Modern),portrait,1918,Boris Kustodiev,Gustav Klimt
44311.jpg,Impressionism,genre painting,1869,Camille Corot,Edgar Degas
1877.jpg,Realism,design,,Theophile Steinlen,Thomas Eakins
91713.jpg,Art Nouveau (Modern),illustration,1905.0,Pyotr Konchalovsky,Ivan Bilibin
73320.jpg,Cubism,genre painting,1922.0,Edgar Degas,Georg Pauli
6784.jpg,Tenebrism,religious painting,1644,Camille Corot,Jusepe de Ribera
77420.jpg,Cubism,still life,1926.0,Theophile Steinlen,Louis Marcoussis
22331.jpg,Post-Impressionism,self-portrait,c.1895,Vincent van Gogh,Paul Cezanne
88170.jpg,Impressionism,genre painting,,Camille Pissarro,James Tissot
45152.jpg,Baroque,religious painting,1650,Camille Corot,Francisco de Zurbaran
89072.jpg,Romanticism,cityscape,,Camille Corot,Franz Richard Unterberger
58847.jpg,Realism,landscape,c.1860,Camille Corot,Camille Corot
83922.jpg,Fauvism,landscape,1923.0,Vincent van Gogh,Auguste Herbin
33799.jpg,Ukiyo-e,genre painting,1877.0,Boris Kustodiev,Toyohara Chikanobu
15014.jpg,Fauvism,genre painting,1914,Edgar Degas,August Macke
15862.jpg,Naïve Art (Primitivism),genre painting,1890,Camille Pissarro,Henri Rousseau
20989.jpg,Realism,portrait,1857,Edgar Degas,Edgar Degas
24589.jpg,Expressionism,cityscape,1911,Vincent van Gogh,August Macke
78182.jpg,Realism,genre painting,1873,Theophile Steinlen,James Tissot
50518.jpg,Tachisme,abstract,1973.0,Vincent van Gogh,Gerard Schneider
69354.jpg,Surrealism,cityscape,,Boris Kustodiev,Sven Jonson
80618.jpg,Symbolism,landscape,1862,Edgar Degas,Arnold Böcklin
42738.jpg,Naïve Art (Primitivism),,,Vincent van Gogh,kirsty ellen mottram
49008.jpg,Romanticism,portrait,1872,Camille Corot,Ford Madox Brown
90219.jpg,Realism,portrait,,Boris Kustodiev,John Everett Millais
71795.jpg,Baroque,portrait,,Edgar Degas,Cornelis de Vos
51891.jpg,Academicism,genre painting,,Edgar Degas,Frederic Leighton
48410.jpg,Realism,genre painting,1872,Edgar Degas,James Tissot
79439.jpg,Romanticism,landscape,1829,Camille Corot,William Turner
16291.jpg,Symbolism,sketch and study,c.1887,Boris Kustodiev,Ferdinand Hodler
84733.jpg,Impressionism,genre painting,1877,Edgar Degas,At Les Ambassadeurs
79483.jpg,Expressionism,portrait,,Edgar Degas,George Bouzianis
11288.jpg,Impressionism,landscape,1882,Pierre-Auguste Renoir,Claude Monet
27153.jpg,Northern Renaissance,religious painting,1507,Vincent van Gogh,Albrecht Altdorfer
71254.jpg,Impressionism,landscape,,Camille Pissarro,Kimon Loghi
19201.jpg,Symbolism,portrait,c.1896,Edgar Degas,Gustav Klimt
50080.jpg,Early Renaissance,religious painting,1478,Boris Kustodiev,Pietro Perugino
48392.jpg,Rococo,genre painting,1757,Camille Corot,Giovanni Domenico Tiepolo
25270.jpg,Early Renaissance,religious painting,,Edgar Degas,Pietro Perugino
15509.jpg,Northern Renaissance,sketch and study,,Gustave Dore,Albrecht Durer
101834.jpg,Byzantine,religious painting,,Boris Kustodiev,Cimabue
92881.jpg,Orientalism,genre painting,1887,Boris Kustodiev,Edwin Lord Weeks
2519.jpg,Magic Realism,genre painting,1940,Eugene Boudin,Eric Ravilious
36886.jpg,Impressionism,genre painting,1879,Edgar Degas,Edgar Degas
12944.jpg,Realism,illustration,1903.0,Theophile Steinlen,Theophile Steinlen
1174.jpg,Ink and wash painting,landscape,1707.0,Theophile Steinlen,Shitao
14799.jpg,Ink and wash painting,landscape,1702.0,Vincent van Gogh,Shitao
12173.jpg,Impressionism,landscape,1910.0,Vincent van Gogh,Robert Julian Onderdonk
41234.jpg,Northern Renaissance,genre painting,,Vincent van Gogh,Albrecht Durer
32536.jpg,Biedermeier,genre painting,c.1864,Vincent van Gogh,Ferdinand Georg Waldmüller
32362.jpg,Baroque,portrait,c.1634,Edgar Degas,Rembrandt
46642.jpg,Ink and wash painting,flower painting,1707.0,Boris Kustodiev,Shitao
33351.jpg,Impressionism,nude painting (nu),1905,Edgar Degas,Edgar Degas
65894.jpg,Ukiyo-e,animal painting,,Boris Kustodiev,Utagawa Kuniyoshi
54021.jpg,Northern Renaissance,religious painting,,Camille Corot,Jan Provoost
91692.jpg,Academicism,portrait,,Edgar Degas,George Frederick Watts
96415.jpg,Post-Impressionism,flower painting,1920,Vincent van Gogh,Suzanne Valadon
23053.jpg,Northern Renaissance,design,,Boris Kustodiev,Albrecht Durer
99158.jpg,High Renaissance,portrait,1533,Edgar Degas,Titian
4609.jpg,Northern Renaissance,religious painting,1480,Pyotr Konchalovsky,Hans Memling
35765.jpg,Rococo,portrait,,Camille Corot,Thomas Gainsborough
52496.jpg,Neoclassicism,portrait,1885,Camille Corot,William-Adolphe Bouguereau
85074.jpg,Northern Renaissance,portrait,,Boris Kustodiev,Albrecht Durer
13931.jpg,Expressionism,genre painting,c.1905,Vincent van Gogh,Paula Modersohn-Becker
69942.jpg,Magic Realism,nude painting (nu),1905,Boris Kustodiev,Felix Vallotton 
89642.jpg,Ukiyo-e,battle painting,,Vincent van Gogh,Utagawa Kuniyoshi
49056.jpg,Art Nouveau (Modern),portrait,1895,Theophile Steinlen,Henri de Toulouse-Lautrec
67124.jpg,Rococo,portrait,,Edgar Degas,Vladimir Borovikovsky
53145.jpg,Ink and wash painting,landscape,1690.0,Vincent van Gogh,Shitao
64872.jpg,,religious painting,,Theophile Steinlen,James Tissot
50567.jpg,Cubism,landscape,1913.0,Vincent van Gogh,Auguste Herbin
56624.jpg,Northern Renaissance,religious painting,1455,Theophile Steinlen,Jean Fouquet
17412.jpg,Impressionism,genre painting,1886,Edgar Degas,Edgar Degas
21055.jpg,Art Nouveau (Modern),sketch and study,c.1914,Edgar Degas,Koloman Moser
56451.jpg,Northern Renaissance,sketch and study,1506,Vincent van Gogh,Albrecht Durer
57620.jpg,Impressionism,landscape,1886,Vincent van Gogh,Claude Monet
56080.jpg,Early Renaissance,religious painting,1461,Camille Pissarro,Andrea Mantegna
65764.jpg,Symbolism,religious painting,1809,Vincent van Gogh,William Blake
19915.jpg,Impressionism,landscape,1896,Camille Pissarro,Claude Monet
7150.jpg,Northern Renaissance,religious painting,1478,Pyotr Konchalovsky,Hugo van der Goes
100357.jpg,Classicism,mythological painting,1669,Camille Pissarro,Claude Lorrain
69095.jpg,Ukiyo-e,mythological painting,,Vincent van Gogh,Utagawa Kuniyoshi
38321.jpg,Magic Realism,genre painting,,Boris Kustodiev,Cagnaccio di San Pietro
95038.jpg,Academicism,portrait,,Camille Corot,George Frederick Watts
65143.jpg,Rococo,portrait,,Camille Corot,Thomas Gainsborough
22529.jpg,Rococo,self-portrait,,Camille Corot,John Jackson
93469.jpg,Symbolism,mythological painting,,Pierre-Auguste Renoir,Gustave Moreau
9295.jpg,Impressionism,genre painting,1880,Edgar Degas,Edgar Degas
39250.jpg,Academicism,portrait,c.1871,Camille Corot,George Frederick Watts
47362.jpg,Academicism,portrait,,Camille Corot,George Frederick Watts
5720.jpg,Tenebrism,religious painting,c.1631,Camille Corot,Jusepe de Ribera
62329.jpg,American Realism,interior,1919,Edgar Degas,George Bellows
28382.jpg,Art Nouveau (Modern),allegorical painting,,Pierre-Auguste Renoir,Gustav Klimt
18860.jpg,Baroque,religious painting,1609,Edgar Degas,Caravaggio
20603.jpg,Romanticism,portrait,,Edgar Degas,David Wilkie
43700.jpg,Symbolism,genre painting,1913,Boris Kustodiev,Franz Stuck
87751.jpg,Ink and wash painting,landscape,1707.0,Vincent van Gogh,Shitao
19626.jpg,Art Nouveau (Modern),genre painting,1898,Boris Kustodiev,Felix Vallotton 
12417.jpg,Ink and wash painting,flower painting,1694.0,Theophile Steinlen,Shitao
34153.jpg,Expressionism,nude painting (nu),1916,Edgar Degas,Amedeo Modigliani
4832.jpg,Post-Impressionism,flower painting,c.1889,Vincent van Gogh,Vase with Twelve Sunflowers 
86372.jpg,Romanticism,allegorical painting,1818,Camille Corot,Caspar David Friedrich
63358.jpg,Northern Renaissance,sketch and study,1515,Boris Kustodiev,Albrecht Durer
6765.jpg,Realism,sketch and study,1881,Edgar Degas,Thomas Eakins
19208.jpg,Symbolism,portrait,1899,Pierre-Auguste Renoir,Gustav Klimt
88410.jpg,Baroque,genre painting,c.1666,Edgar Degas,Gabriel Metsu
39824.jpg,Impressionism,landscape,c.1890,Camille Pissarro,Alfred Sisley
29001.jpg,Baroque,portrait,1650,Pierre-Auguste Renoir,Jacob Jordaens
59610.jpg,Realism,self-portrait,1925,Boris Kustodiev,Felix Vallotton 
57905.jpg,Impressionism,landscape,1875,Vincent van Gogh,Alfred Sisley
90637.jpg,Rococo,portrait,c.1752,Camille Corot,Thomas Gainsborough
7085.jpg,Romanticism,portrait,,Camille Corot,George Frederick Watts
90845.jpg,Academicism,portrait,1894,Camille Corot,George Frederick Watts
38130.jpg,Baroque,religious painting,1608,Edgar Degas,Caravaggio
86527.jpg,Romanticism,portrait,,Edgar Degas,George Frederick Watts
18411.jpg,Ink and wash painting,flower painting,1694.0,Theophile Steinlen,Shitao
30653.jpg,Northern Renaissance,design,1526,Theophile Steinlen,Hans Baldung
45375.jpg,Romanticism,portrait,,Pierre-Auguste Renoir,Konstantin Makovsky
88631.jpg,Expressionism,genre painting,1903,Camille Pissarro,Paula Modersohn-Becker
51081.jpg,High Renaissance,mythological painting,1518,Pyotr Konchalovsky,Raphael
23713.jpg,Ink and wash painting,landscape,1690.0,Theophile Steinlen,Shitao
71866.jpg,Art Nouveau (Modern),allegorical painting,,Boris Kustodiev,Alphonse Mucha
43209.jpg,Post-Impressionism,genre painting,1914,Edgar Degas,Suzanne Valadon
39091.jpg,Realism,still life,1861,Camille Corot,Eugene Boudin
33450.jpg,Northern Renaissance,nude painting (nu),1501,Boris Kustodiev,Albrecht Durer
69374.jpg,Orientalism,portrait,c.1895,Pierre-Auguste Renoir,Pierre-Auguste Renoir
94271.jpg,Romanticism,genre painting,,Camille Corot,Caspar David Friedrich
77678.jpg,Baroque,genre painting,1614,Camille Pissarro,Adriaen van de Venne
87577.jpg,Romanticism,genre painting,1875,Pierre-Auguste Renoir,Dante Gabriel Rossetti
62936.jpg,Baroque,mythological painting,1641,Pierre-Auguste Renoir,Le Nain brothers
8449.jpg,Ukiyo-e,portrait,,Boris Kustodiev,Utagawa Kuniyoshi
51486.jpg,Impressionism,genre painting,1895,Edgar Degas,Edgar Degas
49933.jpg,Orphism,genre painting,1913,Edgar Degas,August Macke
55165.jpg,Ukiyo-e,portrait,,Vincent van Gogh,Utagawa Kuniyoshi
46018.jpg,Romanticism,landscape,,Gustave Dore,Caspar David Friedrich
14732.jpg,Romanticism,history painting,1851,Pyotr Konchalovsky,Ford Madox Brown
116.jpg,Post-Impressionism,landscape,c.1890,Vincent van Gogh,Paul Cezanne
64287.jpg,Realism,illustration,1915.0,Theophile Steinlen,Entree Dans Les Geoles Allemandes 
54403.jpg,Ukiyo-e,portrait,,Boris Kustodiev,Utagawa Kuniyoshi
61622.jpg,Expressionism,sketch and study,c.1906,Boris Kustodiev,Paula Modersohn-Becker
89456.jpg,Ukiyo-e,portrait,,Boris Kustodiev,Utagawa Kuniyoshi
64185.jpg,Northern Renaissance,portrait,,Boris Kustodiev,Albrecht Durer
91824.jpg,High Renaissance,portrait,c.1543,Boris Kustodiev,Lorenzo Lotto
7270.jpg,Post-Impressionism,landscape,1889,Vincent van Gogh,Vincent van Gogh
51763.jpg,Rococo,pastorale,c.1718,Eugene Boudin,Antoine Watteau
97160.jpg,Cubism,genre painting,1922,Edgar Degas,Raoul Dufy
34255.jpg,Impressionism,landscape,,Camille Pissarro,Robert Julian Onderdonk
10012.jpg,Romanticism,genre painting,,Theophile Steinlen,Caspar David Friedrich
27909.jpg,Pointillism,cityscape,1906,Camille Pissarro,Paul Signac
89935.jpg,Ukiyo-e,mythological painting,c.1850,Vincent van Gogh,Utagawa Kuniyoshi
115.jpg,Ukiyo-e,portrait,,Theophile Steinlen,Utagawa Kuniyoshi
88163.jpg,Post-Impressionism,landscape,1947,Boris Kustodiev,David Burliuk
96227.jpg,Post-Impressionism,landscape,1944,Camille Pissarro,David Burliuk
12061.jpg,Northern Renaissance,portrait,1526,Vincent van Gogh,Lucas Cranach the Elder
70549.jpg,Northern Renaissance,history painting,1515,Boris Kustodiev,Albrecht Altdorfer
95315.jpg,Mannerism (Late Renaissance),religious painting,c.1542,Theophile Steinlen,Agnolo Bronzino
18581.jpg,Baroque,literary painting,1621,Edgar Degas,Jacob Jordaens
21225.jpg,Neoclassicism,mythological painting,1768,Theophile Steinlen,Benjamin West
85068.jpg,Baroque,religious painting,c.1606,Edgar Degas,Guido Reni
49655.jpg,Expressionism,portrait,c.1903,Vincent van Gogh,Paula Modersohn-Becker
61255.jpg,Art Nouveau (Modern),genre painting,1906,Pyotr Konchalovsky,Konstantin Yuon
103144.jpg,Expressionism,sketch and study,c.1899,Edgar Degas,Paula Modersohn-Becker
82112.jpg,Naïve Art (Primitivism),,,Boris Kustodiev,kirsty ellen mottram
72817.jpg,Expressionism,self-portrait,1948.0,Theophile Steinlen,Ilka Gedo
94540.jpg,Tachisme,abstract,,Theophile Steinlen,Georges Mathieu
33149.jpg,Baroque,religious painting,1650,Camille Corot,Francisco de Zurbaran
3119.jpg,Baroque,genre painting,1643,Vincent van Gogh,Jacob Jordaens
22352.jpg,Impressionism,genre painting,c.1875,Edgar Degas,James Tissot
66726.jpg,Impressionism,portrait,1879,Edgar Degas,Edgar Degas
49622.jpg,Ukiyo-e,portrait,,Theophile Steinlen,Utagawa Kuniyoshi
23757.jpg,Expressionism,genre painting,,Theophile Steinlen,Margareta Sterian
102467.jpg,Ukiyo-e,portrait,,Boris Kustodiev,Utagawa Kuniyoshi
