Filename,Date,Genre,Style,Predictions,Real Values
17661.jpg,1490,religious painting,Early Renaissance,Albrecht Durer,Carlo Crivelli
6219.jpg,1757,genre painting,Rococo,Albrecht Durer,Giovanni Domenico Tiepolo
23942.jpg,1580,religious painting,Mannerism (Late Renaissance),Rembrandt,Tintoretto
24444.jpg,1634,history painting,Baroque,Theophile Steinlen,Francisco de Zurbaran
63255.jpg,1539,religious painting,Northern Renaissance,Albrecht Durer,Hans Baldung
8193.jpg,1900,design,Art Nouveau (Modern),Pablo Picasso,Koloman Moser
74986.jpg,c.1660,genre painting,Baroque,Pyotr Konchalovsky,Gabriel Metsu
65981.jpg,1820,religious painting,Symbolism,Albrecht Durer,William Blake
5577.jpg,,genre painting,Orphism,Pablo Picasso,August Macke
36439.jpg,,genre painting,Impressionism,John Singer Sargent,Pericles Pantazis 
39437.jpg,1815,portrait,Neoclassicism,Camille Corot,John Singleton Copley
97448.jpg,c.1715,pastorale,Rococo,Rembrandt,Antoine Watteau
97898.jpg,1839,landscape,Biedermeier,Vincent van Gogh,Ferdinand Georg Waldmüller
17538.jpg,1420,religious painting,Northern Renaissance,Boris Kustodiev,Robert Campin
39578.jpg,1912.0,illustration,Realism,Theophile Steinlen,Theophile Steinlen
41192.jpg,,genre painting,Rococo,Rembrandt,Pietro Longhi
66372.jpg,1882,landscape,Realism,Ivan Aivazovsky,Isaac Levitan
92035.jpg,1893,poster,Art Nouveau (Modern),Pablo Picasso,Henri de Toulouse-Lautrec
74100.jpg,c.1654,mythological painting,Baroque,Albrecht Durer,Johannes Vermeer
18799.jpg,1896,sketch and study,Symbolism,Rembrandt,Ferdinand Hodler
19446.jpg,1878,genre painting,Post-Impressionism,Pyotr Konchalovsky,Paul Cezanne
55240.jpg,,genre painting,Rococo,Rembrandt,Pietro Longhi
38994.jpg,,genre painting,Fauvism,Pablo Picasso,August Macke
80605.jpg,,portrait,Romanticism,Albrecht Durer,Dante Gabriel Rossetti
94593.jpg,1894,still life,Post-Impressionism,Pablo Picasso,Paul Cezanne
101399.jpg,,sketch and study,Art Nouveau (Modern),Theophile Steinlen,Theophile Steinlen
64480.jpg,1877,symbolic painting,Impressionism,Vincent van Gogh,Paul Cezanne
51030.jpg,c.1538,portrait,Mannerism (Late Renaissance),Albrecht Durer,Agnolo Bronzino
5729.jpg,1908,portrait,Expressionism,Albrecht Durer,Paula Modersohn-Becker
17973.jpg,,genre painting,Realism,Vincent van Gogh,James Tissot
21022.jpg,,,,Henri Matisse,Marie Laurencin
74973.jpg,,,Naïve Art (Primitivism),Pablo Picasso,kirsty ellen mottram
18267.jpg,1770.0,genre painting,Rococo,Camille Corot,Pietro Longhi
39731.jpg,,illustration,Art Nouveau (Modern),Vincent van Gogh,Ivan Bilibin
74505.jpg,1909,genre painting,Romanticism,Edgar Degas,Sir Lawrence Alma-Tadema
43879.jpg,,genre painting,Rococo,Rembrandt,Pietro Longhi
60034.jpg,1907,still life,Post-Impressionism,Pablo Picasso,Paula Modersohn-Becker
71323.jpg,1913.0,illustration,Art Nouveau (Modern),Rembrandt,John Bauer
22524.jpg,,genre painting,Rococo,Camille Corot,Pietro Longhi
55878.jpg,c.1520,religious painting,High Renaissance,Albrecht Durer,Vittore Carpaccio
78093.jpg,1428,religious painting,Northern Renaissance,John Singer Sargent,Robert Campin
71902.jpg,c.1905,landscape,Cubism,Pyotr Konchalovsky,Paul Cezanne
11113.jpg,c.1890,landscape,Post-Impressionism,Claude Monet,Paul Cezanne
28793.jpg,1911,abstract,Futurism,Vincent van Gogh,Umberto Boccioni
91841.jpg,,genre painting,Rococo,Rembrandt,Pietro Longhi
7959.jpg,c.1875,genre painting,Impressionism,Vincent van Gogh,Paul Cezanne
94093.jpg,1884,nude painting (nu),Post-Impressionism,John Singer Sargent,Henri de Toulouse-Lautrec
67340.jpg,1911,landscape,Symbolism,Vincent van Gogh,Ferdinand Hodler
71314.jpg,1757.0,genre painting,Rococo,Edgar Degas,Pietro Longhi
95060.jpg,1542,self-portrait,Northern Renaissance,Pablo Picasso,Hans Holbein the Younger
72258.jpg,,genre painting,Rococo,Rembrandt,Pietro Longhi
77212.jpg,,genre painting,Ukiyo-e,Pablo Picasso,Hiroshige
16182.jpg,1768,religious painting,Neoclassicism,Rembrandt,Benjamin West
102677.jpg,1894,portrait,Realism,Camille Corot,William-Adolphe Bouguereau
67128.jpg,c.1878,genre painting,Realism,Vincent van Gogh,James Tissot
34873.jpg,1902,portrait,Post-Impressionism,Edgar Degas,Felix Vallotton 
71137.jpg,c.1495,religious painting,Northern Renaissance,Zdislav Beksinski,Hieronymus Bosch
53548.jpg,,genre painting,Rococo,Albrecht Durer,Pietro Longhi
3774.jpg,1473,religious painting,Early Renaissance,Albrecht Durer,Carlo Crivelli
71756.jpg,1865,still life,Romanticism,Rembrandt,Paul Cezanne
81137.jpg,1498,religious painting,High Renaissance,Boris Kustodiev,Vittore Carpaccio
77382.jpg,1478,religious painting,Early Renaissance,Albrecht Durer,Pietro Perugino
72686.jpg,c.1753,mythological painting,Rococo,Albrecht Durer,Giovanni Battista Tiepolo
6968.jpg,1919,nude painting (nu),Magic Realism,Pablo Picasso,Felix Vallotton 
62378.jpg,1484,religious painting,Northern Renaissance,Rembrandt,Hans Memling
2385.jpg,1478,religious painting,Early Renaissance,Pablo Picasso,Pietro Perugino
34463.jpg,1854,portrait,Neo-Rococo,Rembrandt,Franz Xaver Winterhalter
27193.jpg,1516,religious painting,Northern Renaissance,Pablo Picasso,Hieronymus Bosch
34815.jpg,1890,landscape,Post-Impressionism,Pyotr Konchalovsky,Paul Cezanne
96144.jpg,1890,genre painting,Impressionism,Edgar Degas,Edgar Degas
99220.jpg,1981.0,figurative,Neo-Expressionism,Henri Matisse,Jean-Michel Basquiat
68591.jpg,,genre painting,Rococo,Rembrandt,Pietro Longhi
60584.jpg,1694.0,landscape,Ink and wash painting,Theophile Steinlen,Shitao
67046.jpg,1642,mythological painting,Classicism,Ivan Aivazovsky,Claude Lorrain
40803.jpg,1493,religious painting,High Renaissance,Edgar Degas,Pietro Perugino
62255.jpg,c.1531,portrait,Mannerism (Late Renaissance),John Singer Sargent,Agnolo Bronzino
44272.jpg,1745.0,religious painting,Rococo,Camille Corot,Pietro Longhi
23220.jpg,1495,religious painting,High Renaissance,Albrecht Durer,Pietro Perugino
21875.jpg,1760.0,genre painting,Rococo,Rembrandt,Pietro Longhi
26488.jpg,1889,sketch and study,Post-Impressionism,Gustave Dore,Vincent van Gogh
98210.jpg,,portrait,Academicism,Camille Corot,George Frederick Watts
86548.jpg,,genre painting,Naïve Art (Primitivism),Pablo Picasso,Niko Pirosmani
64759.jpg,c.1866,portrait,Romanticism,Vincent van Gogh,Paul Cezanne
2570.jpg,1886,nude painting (nu),Impressionism,Edgar Degas,Edgar Degas
59491.jpg,1516,religious painting,Northern Renaissance,Vincent van Gogh,Albrecht Altdorfer
50589.jpg,1903,still life,Post-Impressionism,Henri Matisse,Paula Modersohn-Becker
43931.jpg,c.1725,portrait,Baroque,Rembrandt,Antoine Pesne
90093.jpg,1919,flower painting,Impressionism,Claude Monet,Claude Monet
84265.jpg,1631,genre painting,Baroque,Rembrandt,Judith Leyster
89582.jpg,1518,religious painting,Northern Renaissance,Boris Kustodiev,Albrecht Altdorfer
32033.jpg,1911,landscape,Magic Realism,Pablo Picasso,Felix Vallotton 
29316.jpg,1756,portrait,Rococo,Rembrandt,Antoine Pesne
25992.jpg,,cityscape,Romanticism,Eugene Boudin,Franz Richard Unterberger
5875.jpg,1510,religious painting,High Renaissance,Albrecht Durer,Vittore Carpaccio
62253.jpg,1880,landscape,Impressionism,Claude Monet,Alfred Sisley
28503.jpg,1918,portrait,Art Nouveau (Modern),Vincent van Gogh,Gustav Klimt
44311.jpg,1869,genre painting,Impressionism,John Singer Sargent,Edgar Degas
1877.jpg,,design,Realism,Pablo Picasso,Thomas Eakins
91713.jpg,1905.0,illustration,Art Nouveau (Modern),Pyotr Konchalovsky,Ivan Bilibin
73320.jpg,1922.0,genre painting,Cubism,Albrecht Durer,Georg Pauli
6784.jpg,1644,religious painting,Tenebrism,Rembrandt,Jusepe de Ribera
77420.jpg,1926.0,still life,Cubism,Pablo Picasso,Louis Marcoussis
22331.jpg,c.1895,self-portrait,Post-Impressionism,Vincent van Gogh,Paul Cezanne
88170.jpg,,genre painting,Impressionism,Camille Corot,James Tissot
45152.jpg,1650,religious painting,Baroque,Rembrandt,Francisco de Zurbaran
89072.jpg,,cityscape,Romanticism,Ivan Aivazovsky,Franz Richard Unterberger
58847.jpg,c.1860,landscape,Realism,Camille Corot,Camille Corot
83922.jpg,1923.0,landscape,Fauvism,Henri Matisse,Auguste Herbin
33799.jpg,1877.0,genre painting,Ukiyo-e,Boris Kustodiev,Toyohara Chikanobu
15014.jpg,1914,genre painting,Fauvism,Boris Kustodiev,August Macke
15862.jpg,1890,genre painting,Naïve Art (Primitivism),Camille Pissarro,Henri Rousseau
20989.jpg,1857,portrait,Realism,John Singer Sargent,Edgar Degas
24589.jpg,1911,cityscape,Expressionism,Pablo Picasso,August Macke
78182.jpg,1873,genre painting,Realism,Theophile Steinlen,James Tissot
50518.jpg,1973.0,abstract,Tachisme,Henri Matisse,Gerard Schneider
69354.jpg,,cityscape,Surrealism,Henri Matisse,Sven Jonson
80618.jpg,1862,landscape,Symbolism,Ivan Aivazovsky,Arnold Böcklin
42738.jpg,,,Naïve Art (Primitivism),Pablo Picasso,kirsty ellen mottram
49008.jpg,1872,portrait,Romanticism,John Singer Sargent,Ford Madox Brown
90219.jpg,,portrait,Realism,Albrecht Durer,John Everett Millais
71795.jpg,,portrait,Baroque,John Singer Sargent,Cornelis de Vos
51891.jpg,,genre painting,Academicism,Rembrandt,Frederic Leighton
48410.jpg,1872,genre painting,Realism,Edgar Degas,James Tissot
79439.jpg,1829,landscape,Romanticism,Camille Corot,William Turner
16291.jpg,c.1887,sketch and study,Symbolism,Boris Kustodiev,Ferdinand Hodler
84733.jpg,1877,genre painting,Impressionism,Pyotr Konchalovsky,At Les Ambassadeurs
79483.jpg,,portrait,Expressionism,Pablo Picasso,George Bouzianis
11288.jpg,1882,landscape,Impressionism,Childe Hassam,Claude Monet
27153.jpg,1507,religious painting,Northern Renaissance,Vincent van Gogh,Albrecht Altdorfer
71254.jpg,,landscape,Impressionism,Vincent van Gogh,Kimon Loghi
19201.jpg,c.1896,portrait,Symbolism,Pablo Picasso,Gustav Klimt
50080.jpg,1478,religious painting,Early Renaissance,Boris Kustodiev,Pietro Perugino
48392.jpg,1757,genre painting,Rococo,Camille Corot,Giovanni Domenico Tiepolo
25270.jpg,,religious painting,Early Renaissance,Edgar Degas,Pietro Perugino
15509.jpg,,sketch and study,Northern Renaissance,Albrecht Durer,Albrecht Durer
101834.jpg,,religious painting,Byzantine,Henri Matisse,Cimabue
92881.jpg,1887,genre painting,Orientalism,Childe Hassam,Edwin Lord Weeks
2519.jpg,1940,genre painting,Magic Realism,Claude Monet,Eric Ravilious
36886.jpg,1879,genre painting,Impressionism,Edgar Degas,Edgar Degas
12944.jpg,1903.0,illustration,Realism,Rembrandt,Theophile Steinlen
1174.jpg,1707.0,landscape,Ink and wash painting,Theophile Steinlen,Shitao
14799.jpg,1702.0,landscape,Ink and wash painting,Theophile Steinlen,Shitao
12173.jpg,1910.0,landscape,Impressionism,Childe Hassam,Robert Julian Onderdonk
41234.jpg,,genre painting,Northern Renaissance,Albrecht Durer,Albrecht Durer
32536.jpg,c.1864,genre painting,Biedermeier,Vincent van Gogh,Ferdinand Georg Waldmüller
32362.jpg,c.1634,portrait,Baroque,Rembrandt,Rembrandt
46642.jpg,1707.0,flower painting,Ink and wash painting,Vincent van Gogh,Shitao
33351.jpg,1905,nude painting (nu),Impressionism,Edgar Degas,Edgar Degas
65894.jpg,,animal painting,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
54021.jpg,,religious painting,Northern Renaissance,Albrecht Durer,Jan Provoost
91692.jpg,,portrait,Academicism,Rembrandt,George Frederick Watts
96415.jpg,1920,flower painting,Post-Impressionism,Pablo Picasso,Suzanne Valadon
23053.jpg,,design,Northern Renaissance,Albrecht Durer,Albrecht Durer
99158.jpg,1533,portrait,High Renaissance,Rembrandt,Titian
4609.jpg,1480,religious painting,Northern Renaissance,Pyotr Konchalovsky,Hans Memling
35765.jpg,,portrait,Rococo,Rembrandt,Thomas Gainsborough
52496.jpg,1885,portrait,Neoclassicism,John Singer Sargent,William-Adolphe Bouguereau
85074.jpg,,portrait,Northern Renaissance,Albrecht Durer,Albrecht Durer
13931.jpg,c.1905,genre painting,Expressionism,Pablo Picasso,Paula Modersohn-Becker
69942.jpg,1905,nude painting (nu),Magic Realism,Henri Matisse,Felix Vallotton 
89642.jpg,,battle painting,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
49056.jpg,1895,portrait,Art Nouveau (Modern),Theophile Steinlen,Henri de Toulouse-Lautrec
67124.jpg,,portrait,Rococo,Rembrandt,Vladimir Borovikovsky
53145.jpg,1690.0,landscape,Ink and wash painting,Camille Pissarro,Shitao
64872.jpg,,religious painting,,Albrecht Durer,James Tissot
50567.jpg,1913.0,landscape,Cubism,Henri Matisse,Auguste Herbin
56624.jpg,1455,religious painting,Northern Renaissance,Albrecht Durer,Jean Fouquet
17412.jpg,1886,genre painting,Impressionism,Pablo Picasso,Edgar Degas
21055.jpg,c.1914,sketch and study,Art Nouveau (Modern),Pablo Picasso,Koloman Moser
56451.jpg,1506,sketch and study,Northern Renaissance,Albrecht Durer,Albrecht Durer
57620.jpg,1886,landscape,Impressionism,Claude Monet,Claude Monet
56080.jpg,1461,religious painting,Early Renaissance,Camille Pissarro,Andrea Mantegna
65764.jpg,1809,religious painting,Symbolism,Pablo Picasso,William Blake
19915.jpg,1896,landscape,Impressionism,Claude Monet,Claude Monet
7150.jpg,1478,religious painting,Northern Renaissance,Pyotr Konchalovsky,Hugo van der Goes
100357.jpg,1669,mythological painting,Classicism,Camille Pissarro,Claude Lorrain
69095.jpg,,mythological painting,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
38321.jpg,,genre painting,Magic Realism,Boris Kustodiev,Cagnaccio di San Pietro
95038.jpg,,portrait,Academicism,Rembrandt,George Frederick Watts
65143.jpg,,portrait,Rococo,Rembrandt,Thomas Gainsborough
22529.jpg,,self-portrait,Rococo,John Singer Sargent,John Jackson
93469.jpg,,mythological painting,Symbolism,Camille Pissarro,Gustave Moreau
9295.jpg,1880,genre painting,Impressionism,Edgar Degas,Edgar Degas
39250.jpg,c.1871,portrait,Academicism,Rembrandt,George Frederick Watts
47362.jpg,,portrait,Academicism,Albrecht Durer,George Frederick Watts
5720.jpg,c.1631,religious painting,Tenebrism,Rembrandt,Jusepe de Ribera
62329.jpg,1919,interior,American Realism,Boris Kustodiev,George Bellows
28382.jpg,,allegorical painting,Art Nouveau (Modern),Childe Hassam,Gustav Klimt
18860.jpg,1609,religious painting,Baroque,Rembrandt,Caravaggio
20603.jpg,,portrait,Romanticism,John Singer Sargent,David Wilkie
43700.jpg,1913,genre painting,Symbolism,Boris Kustodiev,Franz Stuck
87751.jpg,1707.0,landscape,Ink and wash painting,Vincent van Gogh,Shitao
19626.jpg,1898,genre painting,Art Nouveau (Modern),Boris Kustodiev,Felix Vallotton 
12417.jpg,1694.0,flower painting,Ink and wash painting,Pablo Picasso,Shitao
34153.jpg,1916,nude painting (nu),Expressionism,Pablo Picasso,Amedeo Modigliani
4832.jpg,c.1889,flower painting,Post-Impressionism,Pablo Picasso,Vase with Twelve Sunflowers 
86372.jpg,1818,allegorical painting,Romanticism,Ivan Aivazovsky,Caspar David Friedrich
63358.jpg,1515,sketch and study,Northern Renaissance,Albrecht Durer,Albrecht Durer
6765.jpg,1881,sketch and study,Realism,John Singer Sargent,Thomas Eakins
19208.jpg,1899,portrait,Symbolism,Rembrandt,Gustav Klimt
88410.jpg,c.1666,genre painting,Baroque,Edgar Degas,Gabriel Metsu
39824.jpg,c.1890,landscape,Impressionism,Claude Monet,Alfred Sisley
29001.jpg,1650,portrait,Baroque,Albrecht Durer,Jacob Jordaens
59610.jpg,1925,self-portrait,Realism,Boris Kustodiev,Felix Vallotton 
57905.jpg,1875,landscape,Impressionism,Vincent van Gogh,Alfred Sisley
90637.jpg,c.1752,portrait,Rococo,Rembrandt,Thomas Gainsborough
7085.jpg,,portrait,Romanticism,Rembrandt,George Frederick Watts
90845.jpg,1894,portrait,Academicism,Rembrandt,George Frederick Watts
38130.jpg,1608,religious painting,Baroque,Rembrandt,Caravaggio
86527.jpg,,portrait,Romanticism,Pablo Picasso,George Frederick Watts
18411.jpg,1694.0,flower painting,Ink and wash painting,Theophile Steinlen,Shitao
30653.jpg,1526,design,Northern Renaissance,Pablo Picasso,Hans Baldung
45375.jpg,,portrait,Romanticism,Pierre-Auguste Renoir,Konstantin Makovsky
88631.jpg,1903,genre painting,Expressionism,Rembrandt,Paula Modersohn-Becker
51081.jpg,1518,mythological painting,High Renaissance,Albrecht Durer,Raphael
23713.jpg,1690.0,landscape,Ink and wash painting,Theophile Steinlen,Shitao
71866.jpg,,allegorical painting,Art Nouveau (Modern),Albrecht Durer,Alphonse Mucha
43209.jpg,1914,genre painting,Post-Impressionism,Albrecht Durer,Suzanne Valadon
39091.jpg,1861,still life,Realism,Rembrandt,Eugene Boudin
33450.jpg,1501,nude painting (nu),Northern Renaissance,Albrecht Durer,Albrecht Durer
69374.jpg,c.1895,portrait,Orientalism,Pierre-Auguste Renoir,Pierre-Auguste Renoir
94271.jpg,,genre painting,Romanticism,Ivan Aivazovsky,Caspar David Friedrich
77678.jpg,1614,genre painting,Baroque,Camille Corot,Adriaen van de Venne
87577.jpg,1875,genre painting,Romanticism,Rembrandt,Dante Gabriel Rossetti
62936.jpg,1641,mythological painting,Baroque,Rembrandt,Le Nain brothers
8449.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
51486.jpg,1895,genre painting,Impressionism,Pablo Picasso,Edgar Degas
49933.jpg,1913,genre painting,Orphism,Henri Matisse,August Macke
55165.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
46018.jpg,,landscape,Romanticism,Gustave Dore,Caspar David Friedrich
14732.jpg,1851,history painting,Romanticism,Albrecht Durer,Ford Madox Brown
116.jpg,c.1890,landscape,Post-Impressionism,Vincent van Gogh,Paul Cezanne
64287.jpg,1915.0,illustration,Realism,Theophile Steinlen,Entree Dans Les Geoles Allemandes 
54403.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
61622.jpg,c.1906,sketch and study,Expressionism,Pablo Picasso,Paula Modersohn-Becker
89456.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
64185.jpg,,portrait,Northern Renaissance,Albrecht Durer,Albrecht Durer
91824.jpg,c.1543,portrait,High Renaissance,Rembrandt,Lorenzo Lotto
7270.jpg,1889,landscape,Post-Impressionism,Vincent van Gogh,Vincent van Gogh
51763.jpg,c.1718,pastorale,Rococo,Rembrandt,Antoine Watteau
97160.jpg,1922,genre painting,Cubism,Pablo Picasso,Raoul Dufy
34255.jpg,,landscape,Impressionism,Camille Pissarro,Robert Julian Onderdonk
10012.jpg,,genre painting,Romanticism,Rembrandt,Caspar David Friedrich
27909.jpg,1906,cityscape,Pointillism,Boris Kustodiev,Paul Signac
89935.jpg,c.1850,mythological painting,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
115.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
88163.jpg,1947,landscape,Post-Impressionism,Claude Monet,David Burliuk
96227.jpg,1944,landscape,Post-Impressionism,Camille Pissarro,David Burliuk
12061.jpg,1526,portrait,Northern Renaissance,Vincent van Gogh,Lucas Cranach the Elder
70549.jpg,1515,history painting,Northern Renaissance,Boris Kustodiev,Albrecht Altdorfer
95315.jpg,c.1542,religious painting,Mannerism (Late Renaissance),Albrecht Durer,Agnolo Bronzino
18581.jpg,1621,literary painting,Baroque,Rembrandt,Jacob Jordaens
21225.jpg,1768,mythological painting,Neoclassicism,Rembrandt,Benjamin West
85068.jpg,c.1606,religious painting,Baroque,Albrecht Durer,Guido Reni
49655.jpg,c.1903,portrait,Expressionism,Vincent van Gogh,Paula Modersohn-Becker
61255.jpg,1906,genre painting,Art Nouveau (Modern),Childe Hassam,Konstantin Yuon
103144.jpg,c.1899,sketch and study,Expressionism,Pablo Picasso,Paula Modersohn-Becker
82112.jpg,,,Naïve Art (Primitivism),Henri Matisse,kirsty ellen mottram
72817.jpg,1948.0,self-portrait,Expressionism,Rembrandt,Ilka Gedo
94540.jpg,,abstract,Tachisme,Zdislav Beksinski,Georges Mathieu
33149.jpg,1650,religious painting,Baroque,Rembrandt,Francisco de Zurbaran
3119.jpg,1643,genre painting,Baroque,Pablo Picasso,Jacob Jordaens
22352.jpg,c.1875,genre painting,Impressionism,Rembrandt,James Tissot
66726.jpg,1879,portrait,Impressionism,Edgar Degas,Edgar Degas
49622.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
23757.jpg,,genre painting,Expressionism,Pierre-Auguste Renoir,Margareta Sterian
102467.jpg,,portrait,Ukiyo-e,Theophile Steinlen,Utagawa Kuniyoshi
6206.jpg,1966,nude painting (nu),Metaphysical art,Pablo Picasso,Mario Tozzi
88070.jpg,,religious painting,Northern Renaissance,Boris Kustodiev,Albrecht Durer
60321.jpg,1889,genre painting,Impressionism,Childe Hassam,Max Liebermann
66763.jpg,1707.0,flower painting,Ink and wash painting,Vincent van Gogh,Shitao
78064.jpg,1774.0,portrait,Rococo,Rembrandt,Pietro Longhi
93934.jpg,,design,Northern Renaissance,Albrecht Durer,Albrecht Durer
49837.jpg,1906.0,animal painting,Realism,Theophile Steinlen,Theophile Steinlen
88980.jpg,1904.0,illustration,Art Nouveau (Modern),Theophile Steinlen,Theophile Steinlen
15638.jpg,1886,allegorical painting,Symbolism,Albrecht Durer,Gustave Moreau
28610.jpg,1917,nude painting (nu),Expressionism,Pablo Picasso,Amedeo Modigliani
76456.jpg,1490,religious painting,Early Renaissance,Albrecht Durer,Domenico Ghirlandaio
56779.jpg,,portrait,Ukiyo-e,Pablo Picasso,Utagawa Kuniyoshi
4552.jpg,,still life,Baroque,Albrecht Durer,Frans Snyders
